date,ABPO12_PAPEL12,ABRAS12_INVR12,ACSP12_SCPCC12,ANBIMA12_IBVSP12,ANP12_CDEPET12,ANP12_PDPET12,SGS12_IBCBRDESSAZ12,BM12_IPCAEXP612,BM12_IPCAPL12,BM12_ERC12,BM12_TJCDI12,BM12_TJLP12,BM12_TJOVER12,BPAG12_BC12,BPAG12_HFBAN12,BPAG12_IDE12,BM12_DTSPN12,BM12_DTSPY12,BM12_NFSPNNS12,PAN12_DTSPY12,BM12_CIN12,BM12_DEPOUCN12,BM12_DEVM12,BM12_M0MN12,BM12_PMPPM12,BMF12_SWAPDI18012,BMF12_SWAPDI36012,CEF12_FGTS12,CNI12_HTRABD12,CNI12_ICEIGER12,CNI12_NUCAPD12,CNI12_PEEMPD12,ELETRO12_CEET12,FCESP12_IIC12,FCESP12_IICA12,FCESP12_IICF12,CE12_CUTIND12,IGP12_IGPMG12,FIPE12_VENBR12,FUNCEX12_MDQT12,FUNCEX12_TTR12,FUNCEX12_XQT12,PAN12_QIIGG12,PIMPFN12_QIIGN12,PMC12_IVVR12,PAN12_TDESOC12,PRECOS12_IPCAG12,DIMAC_ICTI2,DIMAC_ILIQTOT112,GAC12_CABCDESSAZ12,GAC12_CAIGDESSAZ12,GAC12_INDFBCFDESSAZ12,SRF12_TOTGER12,GM12_NASDAQ12,GM12_DOW12
1980-01-01,89659.6297422872,,,27.5818639798489,1075,188,,,,1.57963636363636e-11,,,2.95,,,,,,,,,,2.47272727272727e-07,1.26909090909091e-07,5.30909090909091e-08,,,,,,,,9003,,,,84,,,27.49,89.94,14.12,,,,,6.61564916057387,,,,,,,155.140909090909,875.85
1980-02-01,83332.3904410854,,,9.32167536313639,1042,194,,,,1.624e-11,,,2.47,,,,,,,,,,2.51636363636364e-07,1.21454545454545e-07,5.34545454545455e-08,,,,,,,,8891,,,,,,,23.1,84.88,14.44,,,,,4.61691885303424,,,,,,,161.644,863.14
1980-03-01,89123.6136166522,,,5.90815273477812,1090,184,,,,1.68436363636364e-11,,,3.57,,,,,,,,,,2.66181818181818e-07,1.18181818181818e-07,5.30909090909091e-08,,,,,,,,8956,,,,,,,25.02,80.35,15.62,,,,,6.03838866463464,,,,,,,141.100476190476,785.75
1980-04-01,85477.7043984636,,,-3.3495736906212,1046,190,,,,1.74981818181818e-11,,,1.95,,,,,,,,,,2.84363636363636e-07,1.28e-07,5.6e-08,,,,,,,,9066,,,,84,,,23.72,85.45,15.9,,,,,5.28611382402557,,,,,,,136.286666666667,817.06
1980-05-01,91161.4744579358,,,17.5929426591052,1123,191,,,,1.80327272727273e-11,,,2.03,,,,,,,,,,2.98909090909091e-07,1.34909090909091e-07,5.78181818181818e-08,,,,,,,,9251,,,,,,,25.57,82.31,20.61,,,,,5.70272065101669,,,,,,,145.684761904762,850.85
1980-06-01,89123.6136166522,,,13.6426963883828,1122,207,,,,1.86036363636364e-11,,,2.45,,,,,,,,,,3.22545454545455e-07,1.45454545454545e-07,6.18181818181818e-08,,,,,,,,9298,,,,,,,23.86,80.83,17.52,,,,,5.30530430706944,,,,,,,155.429047619048,867.92
1980-07-01,94486.2737826787,,,2.35760090531876,1151,200,,,,1.91454545454545e-11,,,3.21,,,,,,,,,,3.32727272727273e-07,1.54909090909091e-07,6.72727272727273e-08,,,,,,,,9234,,,,85,,,25.5,79.16,18.08,,,,,5.54561209125259,,,,,,,166.925909090909,935.32
1980-08-01,90518.0052162062,,,0.875253362815531,1083,203,,,,1.98e-11,,,3.04,,,,,,,,,,3.35272727272727e-07,1.58545454545455e-07,6.90909090909091e-08,,,,,,,,9679,,,,,,,27.83,81.51,18.47,,,,,4.94558244282344,,,,,,,177.729047619048,932.59
1980-09-01,90625.4583323008,,,-8.98712211160836,1136,174,,,,2.05127272727273e-11,,,3.43,,,,,,,,,,3.49818181818182e-07,1.65090909090909e-07,7.16363636363637e-08,,,,,,,,9614,,,,,,,27.69,79.8,18.79,,,,,4.23032531099046,,,,,,,189.485714285714,932.42
1980-10-01,95450.852917854,,,-5.15805318615153,1139,174,,,,2.13018181818182e-11,,,3.96,,,,,,,,,,3.63272727272727e-07,1.72e-07,7.41818181818182e-08,,,,,,,,9608,,,,84,,,25.43,81.94,19.66,,,,,9.4805311984776,,,,,,,195.757826086957,924.49
1980-11-01,88480.1443749226,,,-7.62882234684161,1139,182,,,,2.22254545454545e-11,,,4.04,,,,,,,,,,3.80363636363636e-07,1.81090909090909e-07,7.92727272727273e-08,,,,,,,,9954,,,,,,,23.31,79.56,20.09,,,,,6.67335975605188,,,,,,,200.685555555556,993.34
1980-12-01,85047.891934085,,,-8.20160366552118,1173,183,,,,2.31272727272727e-11,,,5.65,,,,,,,,,,4.14545454545454e-07,2.15272727272727e-07,1e-07,,,,,,,,9501,,,,,,,23.44,78.56,20.53,,,,,6.61408363651688,,325568.496009009,,,,,198.398636363636,963.99
1981-01-01,83939.625492504,,,10.1946593461443,1028,189,,,,2.44327272727273e-11,,,5.29,,,,,,,,,,4.11636363636364e-07,2.10909090909091e-07,9.70909090909091e-08,,,,,,,,10102,,,,82,,,22.82,79.13,17.64,,,,,6.83751111696695,,325735.215902516,,,,,198.982857142857,947.27
1981-02-01,80347.4428323628,,,-1.48341071226361,1032,221,,,,2.55127272727273e-11,,,4.8,,,,,,,,,,4.04e-07,2.14181818181818e-07,9.38181818181818e-08,,,,,,,,9468,,,,,,,22.41,74.26,18.24,,,,,6.40114938276171,,326271.205462032,,,,,194.852105263158,974.58
1981-03-01,82332.8265704374,,,-10.4022988505747,983,224,,,,2.69090909090909e-11,,,5.05,,,,,,,,,,4.21454545454545e-07,2.12363636363636e-07,9.49090909090909e-08,,,,,,,,9804,,,,,,,22.68,76.22,18.28,,,,,4.97174813827477,,321782.558378575,,,,,203.58,1003.87
1981-04-01,74013.9562569694,,,6.47851186658115,973,209,,,,2.85709090909091e-11,,,4.52,,,,,,,,,,4.44363636363636e-07,2.15636363636364e-07,9.81818181818182e-08,,,,,,,,9405,,,,78,,,23.16,74.46,19.9,,,,,6.46206675720737,,318689.647266101,,,,,215.22380952381,997.75
1981-05-01,73541.6623280882,,,16.5542168674699,987,225,,,,3.04072727272727e-11,,,5.7,,,,,,,,,,4.54545454545455e-07,2.25454545454545e-07,1.00363636363636e-07,,,,,,,,9656,,,,,,,22,73.13,19.98,,,,,5.55956004750076,,312195.628519463,,,,,216.5435,991.75
1981-06-01,71367.6109094288,,,9.45834194748811,1025,217,,,,3.20836363636364e-11,,,4.75,,,,,,,,,,4.78909090909091e-07,2.38545454545455e-07,1.05090909090909e-07,,,,,,,,9360,,,,,,,21.66,72.8,21.28,,,,,5.51778345450973,,304314.782932441,,,,,220.040454545455,976.88
1981-07-01,76094.2985627555,,,2.00207762772688,1070,219,,,,3.4e-11,,,5.6,,,,,,,,,,5.01090909090909e-07,2.54909090909091e-07,1.15636363636364e-07,,,,,,,,9470,,,,76,,,23.78,71.62,22.95,,,,,6.25581958359716,,295865.118876002,,,,,209.836363636364,952.34
1981-08-01,76661.5510593483,,,13.5172669197297,1005,230,,,,3.61563636363636e-11,,,5.89,,,,,,,,,,5.17818181818182e-07,2.68e-07,1.19636363636364e-07,,,,,,,,9752,,,,,,,22.27,71.99,22.47,,,,,5.49579588921654,,286768.983300749,,,,,206.598571428571,881.47
1981-09-01,78362.0590942882,,,10.6190359677025,1042,210,,,,3.80945454545455e-11,,,5.6,,,,,,,,,,5.40363636363636e-07,2.75272727272727e-07,1.24363636363636e-07,,,,,,,,9486,,,,,,,22.34,70.86,23.7,,,,,5.25684049640323,,275253.073104302,,,,,185.372380952381,849.98
1981-10-01,86208.635478875,,,22.8931652289317,1056,232,,,,4.03309090909091e-11,,,6.02,,,,,,,,,,5.89454545454546e-07,2.95636363636364e-07,1.33454545454545e-07,,,,,,,,9589,,,,74,,,19.67,64.67,24.84,,,,,5.07755623863095,,264754.981744576,,,,,190.201363636364,852.55
1981-11-01,82426.5356833106,,,14.9808015358771,984,235,,,,4.268e-11,,,5.5,,,,,,,,,,6.33454545454545e-07,3.11272727272727e-07,1.4e-07,,,,,,,,9781,,,,,,,21.38,69.03,24.57,,,,,5.27155769685728,,253470.410512335,,,,,199.229,888.98
1981-12-01,79970.1074711932,,,-10.5922254109053,1090,231,,,,4.51672727272727e-11,,,6.83,,,,,,,,,,7.38545454545455e-07,3.85090909090909e-07,1.52e-07,,,,,,,,9529,,,,,,,21.52,69.11,22.91,,,,,5.92541066937771,,243791.622683972,,,,,197.149545454545,875
1982-01-01,77421.2196010408,,,26.8981616574263,995,248,,,,4.74763636363636e-11,,,6.02,,,,,,,,,,7.57454545454546e-07,4.08727272727273e-07,1.84e-07,,,,,,,,9885,,,,74,,,19.74,70.96,18.32,,,,,6.97,,233888.519106963,,,,,187.6785,871.1
1982-02-01,75453.3282307025,,,13.2174392935982,981,252,,,,4.97454545454546e-11,,,5.31,,,,,,,,,,7.51272727272727e-07,4.34909090909091e-07,1.88e-07,,,,,,,,9393,,,,,,,17.07,69.71,16.22,,,,,6.63669449796618,,223574.773108719,,,,,182.628421052632,824.39
1982-03-01,87455.5914075084,,,0.735234381346972,996,260,,,,5.24363636363636e-11,,,6.56,,,,,,,,,,7.58909090909091e-07,4.12e-07,1.74909090909091e-07,,,,,,,,9712,,,,,,,20.64,71.07,19.9,,,,,5.71259019568477,,217982.898148985,,,,,173.283913043478,822.77
1982-04-01,81159.5884772643,,,3.33884430823823,1063,269,,,,5.508e-11,,,5.9,,,,,,,,,,7.95272727272727e-07,4.28363636363636e-07,1.89090909090909e-07,,,,,,,,10447,,,,76,,,19.2,71.14,18.12,,,,,5.88733078811474,,214068.508864107,,,,,181.844285714286,848.36
1982-05-01,84996.6642857143,,,25.0048776680845,1017,264,,,,5.78836363636364e-11,,,6.13,,,,,,,,,,8.42909090909091e-07,4.38181818181818e-07,1.94909090909091e-07,,,,,,,,9999,,,,,,,21.18,72.45,19.5,,,,,6.65854295413002,,211238.97710598,,,,,184.607,819.54
1982-06-01,85291.5356275555,,,3.37131262681443,995,251,,,,6.09090909090909e-11,,,6.14,,,,,,,,,,9.10545454545455e-07,4.70909090909091e-07,2.04363636363636e-07,,,,,,,,10193,,,,,,,20.29,73.63,18.99,,,,,7.1049156490645,,208438.098385455,,,,,172.073636363636,811.93
1982-07-01,88832.490639326,,,-7.97221802808395,990,270,,,,6.43163636363636e-11,,,6.61,,,,,,,,,,9.48727272727273e-07,5.11272727272727e-07,2.29090909090909e-07,,,,,,,,10325,,,,77,,,21.39,72,20.33,,,,,6.35792506805384,,206586.339462066,,,,,169.625238095238,808.6
1982-08-01,86864.5992689877,,,1.7391304347826,1063,263,,,,6.84254545454545e-11,,,7.58,,,,,,,,,,1.00109090909091e-06,5.29818181818182e-07,2.34181818181818e-07,,,,,,,,10541,,,,,,,21.8,70.32,21.68,,,,,5.97286443069576,,205945.184752018,,,,,167.263636363636,901.31
1982-09-01,82241.6163672407,,,-11.5368488953395,1016,265,,,,7.312e-11,,,6.76,,,,,,,,,,1.00981818181818e-06,5.45818181818182e-07,2.41090909090909e-07,,,,,,,,10698,,,,,,,20.77,69.23,20.45,,,,,5.08025991265231,,205462.08682058,,,,,185.088571428571,896.25
1982-10-01,79585.2753809937,,,7.74391133148606,1036,280,,,,7.80436363636364e-11,,,7.31,,,,,,,,,,1.09963636363636e-06,5.88727272727273e-07,2.63272727272727e-07,,,,,,,,10515,,,,76,,,18.65,65.07,19.66,,,,,4.44241701172012,,203537.202016586,,,,,203.941428571429,991.72
1982-11-01,79486.5684487672,,,-8.3040064970222,1065,289,,,,8.32036363636364e-11,,,8.15,,,,,,,,,,1.17418181818182e-06,6.60363636363636e-07,2.82181818181818e-07,,,,,,,,10644,,,,,,,18.51,68.55,20.37,,,,,5.28845435947976,,201051.909391203,,,,,226.970476190476,1039.28
1982-12-01,74962.2924792467,,,3.63864491844417,1100,299,,,,8.88e-11,,,8.76,,,,,,,,,,1.29890909090909e-06,7.64727272727273e-07,3.41454545454545e-07,,,,,,,,10453,,,,,,,19.4,68.95,20.49,,,,,7.80591577510481,,198445.85767443,,,,,233.030454545455,1046.54
1983-01-01,76886.4529302441,,,43.0244979347671,952,323,,,,9.52327272727273e-11,,,7,,,,,,,,,,1.29527272727273e-06,8.35272727272727e-07,3.54181818181818e-07,,,,,,,,10630,,,,73,,,17.41,68.82,18.16,,,,,8.64110031457763,,192927.012132527,,,,,241.47619047619,1075.7
1983-02-01,74193.8777536861,,,16.9193616650484,981,315,,,,1.14170909090909e-10,,,6.75,,,,,,,,,,1.388e-06,8.38545454545455e-07,3.38181818181818e-07,,,,,,,,10253,,,,,,,14.94,69.43,15.74,,,,,7.85814293174301,,186857.437927106,,,,,256.058421052632,1112.62
1983-03-01,89950.7527196134,,,4.79100568532673,903,319,,,,1.44934545454545e-10,,,9.43,,,,,,,,,,1.34690909090909e-06,8.30909090909091e-07,3.48363636363636e-07,,,,,,,,10360,,,,,,,14.66,65.45,20.61,,,,,7.34484921714165,,180709.754022732,,,,,266.451304347826,1130.03
1983-04-01,83368.6246313964,,,12.1492288622925,963,319,,,,1.57490909090909e-10,,,11.02,,,,,,,,,,1.42581818181818e-06,8.40363636363636e-07,3.54909090909091e-07,,,,,,,,11266,,,,74,,,15.28,66.29,22.27,,,,,6.57925871889702,,174080.50802658,,,,,279.558,1226.2
1983-05-01,85862.5364886631,,,0.543557037251774,1034,325,,,,1.71734545454545e-10,,,11,,,,,,,,,,1.452e-06,8.66181818181818e-07,3.61818181818182e-07,,,,,,,,10788,,,,,,,16.04,68.21,24.45,,,,,6.48295911045147,,168105.542001267,,,,,302.447142857143,1199.98
1983-06-01,86461.0253562136,,,16.8006199091761,855,326,,,,1.87345454545455e-10,,,11.45,,,,,,,,,,1.53272727272727e-06,8.94545454545454e-07,3.86909090909091e-07,,,,,,,,11411,,,,,,,15.56,69.46,24.73,,,,,9.88034747269024,,161596.976619481,,,,,319.330909090909,1221.96
1983-07-01,84964.1784599182,,,-4.24593072591221,934,327,,,,2.06374545454545e-10,,,10.65,,,,,,,,,,1.68472727272727e-06,1.01563636363636e-06,4.55636363636364e-07,,,,,,,,10945,,,,72,,,15.76,72.17,23.42,,,,,10.0784385260854,,154137.733180491,,,,,316.232,1199.22
1983-08-01,84167.0262730765,,,8.81684739699982,1045,324,,,,2.32825454545455e-10,,,10.14,,,,,,,,,,1.71454545454545e-06,1.05672727272727e-06,4.39272727272727e-07,,,,,,,,11077,,,,,,,18.98,72.81,24.96,,,,,9.11121206320362,,146759.140818767,,,,,296.874347826087,1216.16
1983-09-01,85562.6673274687,,,33.8639224106019,984,341,,,,2.53956363636364e-10,,,9.15,,,,,,,,,,1.86690909090909e-06,1.10290909090909e-06,4.90545454545455e-07,,,,,,,,11608,,,,,,,16.79,70.04,24.21,,,,,10.3006011324368,,140480.595776536,,,,,300.37,1233.13
1983-10-01,86859.6014496345,,,39.1515955975886,1037,349,,,,2.84127272727273e-10,,,9.67,,,,,,,,,,2.064e-06,1.14872727272727e-06,4.85818181818182e-07,,,,,,,,11402,,,,73,,,16.45,72.06,22,,,,,8.86655028717669,,135176.667777512,,,,,286.524761904762,1225.2
1983-11-01,84365.6895923678,,,33.3068362480127,908,384,,,,3.15272727272727e-10,,,9.39,,,,,,,,,,2.2e-06,1.20581818181818e-06,5.12e-07,,,,,,,,11366,,,,,,,16.86,71.49,22.11,,,,,7.38424120483205,,131032.394883324,,,,,278.647619047619,1276.02
1983-12-01,74593.7033019453,,,43.7686344663089,1033,412,,,,3.42232727272727e-10,,,9.41,,,,,,,,,,2.54036363636364e-06,1.50218181818182e-06,6.95636363636364e-07,,,,,,,,11332,,,,,,,18.98,67.96,24.69,,,,,8.67709911366168,,128747.094329975,,,,,278.655714285714,1258.64
1984-01-01,80065.0660389047,,,6.30443799253422,911,441,,,,3.69472727272727e-10,,,10.29,,,,,,,,,,2.60218181818182e-06,1.63709090909091e-06,7.69818181818182e-07,,,,,,,,11642,,,,72,,,14.59,72.44,19.55,,,,,9.66893843794649,,125926.194419438,,,,,282.004285714286,1220.58
1984-02-01,81626.8845867922,,,-11.1197815060476,867,439,,,,4.09127272727273e-10,,,12.14,,,,,,,,,,2.63127272727273e-06,1.62690909090909e-06,6.71272727272727e-07,,,,,,,,11968,,,,,,,13.22,75.14,21.6,,,,,9.50073747527316,,124927.255245604,,,,,254.3865,1154.63
1984-03-01,85167.8395985628,,,18.2177348551361,1023,440,,,,4.59618181818182e-10,,,11.26,,,,,,,,,,2.89054545454545e-06,1.67345454545455e-06,6.88e-07,,,,,,,,12207,,,,,,,13.7,73.75,24.22,,,,,8.93854835530752,,121876.775697434,,,,,251.25,1164.89
1984-04-01,80482.3839549003,,,41.2551058299294,853,453,,,,5.02105454545454e-10,,,10.12,,,,,,,,,,3.16836363636364e-06,1.748e-06,7.6e-07,,,,,,,,11626,,,,74,,,13.77,72.41,25.17,,,,,9.54299673817356,,119832.938802974,,,,,245.199,1170.75
1984-05-01,88916.2041134928,,,9.14826498422714,880,462,,,,5.46610909090909e-10,,,9.77,,,,,,,,,,3.432e-06,1.93890909090909e-06,7.66545454545455e-07,,,,,,,,12031,,,,,,,15.42,73.48,28.21,,,,,9.05022353152869,,117411.576302144,,,,,245.243181818182,1104.85
1984-06-01,85999.9765208772,,,-5.10597302504817,924,460,,,,5.95163636363636e-10,,,10.17,,,,,,,,,,3.67636363636364e-06,2.11018181818182e-06,8.74545454545454e-07,,,,,,,,12277,,,,,,,14.94,75.14,28.13,,,,,10.080186654476,,116134.898147152,,,,,238.371904761905,1132.4
1984-07-01,86520.9991884525,,,0.0253807106598947,940,500,,,,6.57090909090909e-10,,,12.06,,,,,,,,,,3.96327272727273e-06,2.40363636363636e-06,1.06690909090909e-06,,,,,,,,12210,,,,74,,,18.02,75.97,29.04,,,,,9.72466766958673,,115503.470377986,,,,,232.40380952381,1115.28
1984-08-01,91413.8643352745,,,31.3372240548084,1033,461,,,,7.21596363636364e-10,,,10.81,,,,,,,,,,4.32763636363636e-06,2.55345454545455e-06,1.032e-06,,,,,,,,12698,,,,,,,15,74.84,29.48,,,,,9.349208255734,,114563.520811113,,,,,250.346086956522,1224.38
1984-09-01,86937.0676496097,,,0.521638330757335,930,481,,,,7.97454545454545e-10,,,11.89,,,,,,,,,,4.78654545454546e-06,2.796e-06,1.15563636363636e-06,,,,,,,,12953,,,,,,,16.38,75.4,27.03,,,,,11.748073391284,,113884.223190827,,,,,252.004736842105,1206.71
1984-10-01,96307.9789369347,,,36.6903709398424,1119,510,,,,8.87818181818182e-10,,,12.89,,,,,,,,,,5.22763636363636e-06,3.136e-06,1.21818181818182e-06,,,,,,,,12520,,,,76,,,14.8,70.84,29.44,,,,,10.4371986364108,,113803.832384443,,,,,247.153913043478,1207.38
1984-11-01,94017.7282183125,,,50.070303712036,928,514,,,,9.89436363636363e-10,,,10.86,,,,,,,,,,5.74072727272727e-06,3.43090909090909e-06,1.32e-06,,,,,,,,13420,,,,,,,15.83,71.39,28.13,,,,,10.5263376674186,,113766.150925055,,,,,246.398095238095,1188.94
1984-12-01,83709.725802255,,,22.4398013679378,1066,523,,,,1.08856363636364e-09,,,11.57,,,,,,,,,,7.13018181818182e-06,4.37418181818182e-06,1.93054545454545e-06,,,,,,,,12845,,,,,,,17.06,73.2,28.81,,,,,11.9772318197023,,113062.335787431,,,,,241.912,1211.57
1985-01-01,93397.9986185108,,,-4.4536271808999,869,535,,,,1.21712363636364e-09,,,13.94,,,,,,,,,,7.33672727272727e-06,5.04909090909091e-06,1.90909090909091e-06,,,,,,,,13204,,,,77,,,14.05,73.09,19.1,,,,,11.7592623142395,,116588.909433142,,,,,260.852727272727,1286.77
1985-02-01,84679.3027567836,,,8.43344545891398,983,519,,,,1.36189818181818e-09,,,11.96,,,,,,,,,,7.78436363636364e-06,5.16545454545455e-06,2.04545454545455e-06,,,,,,,,13114,,,,,,,13.43,75.42,17.52,,,,,10.8652460303697,,117823.411056532,,,,,285.521052631579,1284.01
1985-03-01,90019.4727357205,,,-5.17763498042692,811,540,,,,1.50552363636364e-09,,,13.09,,,,,,,,,,8.54909090909091e-06,5.28218181818182e-06,2.11236363636364e-06,,,,,,,,13079,,,,,,,14.39,73.68,23.85,,,,,10.1622895878452,,121576.818720488,,,,,280.412857142857,1266.78
1985-04-01,83153.7183992071,,,-0.225891883470941,901,549,,,,1.70832727272727e-09,,,13.27,,,,,,,,,,9.49672727272727e-06,5.71236363636364e-06,2.31454545454545e-06,,,,,,,,13651,,,,77,,,14.33,72.6,26.5,,,,,8.19533579264864,,121497.767833414,,,,,280.894761904762,1258.06
1985-05-01,89366.0078552844,,,45.4055742056366,940,562,,,,1.89685818181818e-09,,,12.31,,,,,,,,,,1.02458181818182e-05,6.20145454545455e-06,2.50618181818182e-06,,,,,,,,13224,,,,,,,13.43,69.62,28.52,,,,,7.19583929607517,,122153.189618606,,,,,287.505909090909,1315.41
1985-06-01,80102.5496840541,,,52.0536912751678,943,561,,,,2.08076727272727e-09,,,10.73,,,,,,,,,,1.15949090909091e-05,6.884e-06,2.92254545454545e-06,,,,,,,,13528,,,,,,,12.82,69.14,27.8,,,,,8.49392906572883,,124061.33096529,,,,,290.4375,1335.46
1985-07-01,87840.4234977079,,,18.350988700565,978,564,,,,2.25454545454545e-09,,,10.03,,,,,,,,,,1.31618181818182e-05,8.10436363636364e-06,3.54145454545455e-06,,,,,,,,12965,,,,77,,,12.89,67.35,28.79,,,,,10.3129983324072,,126451.128543826,,,,,302.042727272727,1347.45
1985-08-01,95469.5947404287,,,23.9818599516663,1021,567,,,,2.43322181818182e-09,,,9.43,,,,,,,,,,1.49850909090909e-05,8.59309090909091e-06,3.87418181818182e-06,,,,,,,,13969,,,,,,,14.46,67.74,28.44,,,,,12.0495633121291,,129577.748235638,,,,,298.247272727273,1334.01
1985-09-01,93725.355786148,,,31.0985440981831,999,572,,,,2.69982545454545e-09,,,10.46,,,,,,,,,,1.76330909090909e-05,1.00203636363636e-05,4.39090909090909e-06,,,,,,,,13918,,,,,,,14.94,69.51,31.01,,,,,11.1174031746806,,132967.802013111,,,,,287.537,1328.63
1985-10-01,103097.516528311,,,24.1528690480561,1058,595,,,,2.96229090909091e-09,,,10.67,,,,,,,,,,1.90309090909091e-05,1.08094545454545e-05,4.72727272727273e-06,,,,,,,,14002,,,,80,,,16.79,69.14,30.18,,,,,10.616449226659,,136836.611213092,,,,,285.356956521739,1374.31
1985-11-01,96014.3570499319,,,12.1325921107103,1029,591,,,,3.23036363636364e-09,,,10.46,,,,,,,,,,2.14312727272727e-05,1.20087272727273e-05,5.39127272727273e-06,,,,,,,,14320,,,,,,,16.45,69.42,29.54,,,,,13.9729386379311,,140797.591974602,,,,,304.3515,1472.13
1985-12-01,92963.1883347789,,,-13.5835025447641,1107,599,,,,3.58654545454545e-09,,,13.96,,,,,,,,,,2.90647272727273e-05,1.5948e-05,7.888e-06,,,,,,,,14041,,,,,,,20.08,71.03,34.17,,,,,15.0730453195001,,144645.868289589,,,,,320.24619047619,1546.67
1986-01-01,99778.9644777599,,,1.46475434848947,993,600,,,,4.092e-09,,,16.67,,,,,,,,,,3.02221818181818e-05,1.83592727272727e-05,7.99709090909091e-06,,,,,,,,14120,,,,81,,,18.85,80.9,24.29,,,,,14.372350612334,,150515.715127016,,,,,328.525454545455,1570.99
1986-02-01,93036.9061702392,,,23.9097744360902,976,596,,,,4.71454545454545e-09,,,14.54,,,,,,,,,,3.29898181818182e-05,1.89072727272727e-05,8.42254545454545e-06,,,,,,,,13709,,,,,,,17.48,87.75,20.53,,,,,12.7162572340223,,157214.574657277,,,,,348.784210526316,1709.06
1986-03-01,86049.9547144096,,,90.8980582524272,919,601,,,,5.00727272727273e-09,0.87,,1.18,,,,,,,,,,5.76287272727273e-05,2.14534545454545e-05,1.02730909090909e-05,,,,,,,,13152,,,,,,,16.45,91.99,24.96,,,,,4.77018576799688,,163239.394472537,,,,,368.232,1818.61
1986-04-01,87643.0096332549,,,23.5219326128417,986,600,,,,5.00727272727273e-09,1.37,,1.25,,,,,,,,,,7.18734545454545e-05,2.94141818181818e-05,1.26152727272727e-05,,,,,,,,13894,,,,81,,,14.74,91.41,26.26,,,,,0.780003209052493,,172179.870054243,,,,,382.541363636364,1783.98
1986-05-01,96224.265462768,,,-11.0138960370561,1051,593,,,,5.00727272727273e-09,1.32,,1.22,,,,,,,,,,8.58192727272727e-05,3.6368e-05,1.46189090909091e-05,,,,,,,,14756,,,,,,,17,97.85,27.69,,,,,1.39908695970441,,180610.978463728,,,,,388.486666666667,1876.71
1986-06-01,100391.197348532,,,-9.54308849045691,1047,598,,,,5.00727272727273e-09,1.57,,1.27,,,,,,,,,,9.67509090909091e-05,4.17e-05,1.63527272727273e-05,,,,,,,,14514,,,,,,,17.07,97.37,25,,,,,1.27213974966598,,188882.437732785,,,,,398.595238095238,1892.72
1986-07-01,114242.653686036,,,1.72634271099743,1098,591,,,,5.00727272727273e-09,2.23,,1.95,,,,,,,,,,0.000101384363636364,4.60538181818182e-05,1.7932e-05,,,,,,,,14502,,,,82,,,16.25,70.47,28.04,,,,,1.71030699984629,,197404.458355696,,,,,385.885454545455,1775.31
1986-08-01,110810.401245199,,,-17.7247014456317,1128,605,,,,5.00727272727273e-09,2.9,,2.57,,,,,,,,,,0.000103688727272727,5.00705454545455e-05,1.87654545454545e-05,,,,,,,,15227,,,,,,,15.7,71.65,26.42,,,,,3.55311008748136,,205778.184808546,,,,,375.617142857143,1898.34
1986-09-01,111546.330144963,,,-23.8349885408709,1169,588,,,,5.00727272727273e-09,3.3,,2.94,,,,,,,,,,0.000109744,5.54105454545455e-05,2.06636363636364e-05,,,,,,,,15028,,,,,,,24.27,97.22,23.26,,,,,1.71559599894644,,214627.855473499,,,,,358.256666666667,1767.58
1986-10-01,116938.977227109,,,20.3610832497493,1220,584,,,,5.05454545454545e-09,3.45,,1.96,,,,,,,,,,0.000114737454545455,5.61730909090909e-05,2.15832727272727e-05,,,,,,,,15124,,,,86,,,25.29,97.03,16.26,,,,,1.90312887367812,,222742.14389502,,,,,355.031304347826,1877.71
1986-11-01,106029.987033825,,,-21.0833333333333,1207,575,,,,5.10545454545455e-09,5.22,,2.37,,,,,,,,,,0.000118126181818182,5.81650909090909e-05,2.32225454545455e-05,,,,,,,,15559,,,,,,,23.44,98.68,15.23,,,,,5.45229256771305,,229846.954161775,,,,,358.078421052632,1914.23
1986-12-01,103088.770344443,,,-2.21752903907076,1290,586,,,,5.26181818181818e-09,10.5,,5.47,,,,,,,,,,0.000126769090909091,6.23741818181818e-05,2.87025454545455e-05,,,,,,,,14685,,,,,,,26.8,94.96,16.02,,,,,11.6501578923634,,234972.701638528,,,,,354.921363636364,1895.95
1987-01-01,111082.78239995,,574143,-23.3261339092873,1129,593,,,,5.68e-09,14.65,,11,,,,,,,,,,0.000109918909090909,6.24254545454546e-05,2.63094545454545e-05,,,,,,,,15698,,,,84,,,21.24,87.47,15.74,,,,,13.2085420443698,,237815.175820069,,,,,384.227142857143,2158.04
1987-02-01,109104.895390906,,555309,-3.66197183098592,1139,583,,,,6.56363636363636e-09,22.26,,19.61,,,,,,,,,,9.41501818181818e-05,5.58712727272727e-05,2.38596363636364e-05,,,,,,,,14422,,,,,,,17.47,81.42,18.31,,,,,12.6369622828461,,241004.570646729,,,,,411.712631578947,2223.99
1987-03-01,115159.753537356,,579508,-3.07017543859649,1008,584,,,,7.6e-09,14,,11.95,,,,,,,,,,9.79610909090909e-05,5.89341818181818e-05,2.42516363636364e-05,,,,,,,,14885,,,,,,,16.58,76.3,18.31,,,,,16.3718886126484,,241970.076326956,,,,,432.204545454545,2304.69
