date,ABPO12_PAPEL12,ABRAS12_INVR12,ACSP12_SCPCC12,ANBIMA12_IBVSP12,ANP12_CDEPET12,ANP12_PDPET12,SGS12_IBCBRDESSAZ12,BM12_IPCAEXP612,BM12_IPCAPL12,BM12_ERC12,BM12_TJCDI12,BM12_TJLP12,BM12_TJOVER12,BPAG12_BC12,BPAG12_HFBAN12,BPAG12_IDE12,BM12_DTSPN12,BM12_DTSPY12,BM12_NFSPNNS12,PAN12_DTSPY12,BM12_CIN12,BM12_DEPOUCN12,BM12_DEVM12,BM12_M0MN12,BM12_PMPPM12,BMF12_SWAPDI18012,BMF12_SWAPDI36012,CEF12_FGTS12,CNI12_HTRABD12,CNI12_ICEIGER12,CNI12_NUCAPD12,CNI12_PEEMPD12,ELETRO12_CEET12,FCESP12_IIC12,FCESP12_IICA12,FCESP12_IICF12,CE12_CUTIND12,IGP12_IGPMG12,FIPE12_VENBR12,FUNCEX12_MDQT12,FUNCEX12_TTR12,FUNCEX12_XQT12,PAN12_QIIGG12,PIMPFN12_QIIGN12,PMC12_IVVR12,PAN12_TDESOC12,PRECOS12_IPCAG12,DIMAC_ICTI2,DIMAC_ILIQTOT112,GAC12_CABCDESSAZ12,GAC12_CAIGDESSAZ12,GAC12_INDFBCFDESSAZ12,SRF12_TOTGER12,GM12_NASDAQ12,GM12_DOW12
1994-07-01,127751.759397844,,742066,15.9587093925092,1081,688,,,7.22,0.9248,6.68,,6.87,,,,,,,32.82,,41816.679,6578.699,6495.066,3496.867,,,556862,116.348538020821,,76.1927494257465,115.828172981538,18177,95.5906839731028,65.5984919707216,115.585478641357,80,40,,38.86,89.02,42.92,,,,,6.84015910602014,,124127.762651736,,,,4681.48400134,713.49,3764.5
1994-08-01,139635.324365011,,906915,26.8512127198724,1125,728,,,2.19,0.8966,4.16,,4.17,,,,,,,31.61,,42197.179,7779.071,9070.471,4419.637,,,577900,118.042061837508,,78.113891371264,115.852347356703,18558,110.916194445051,78.3976252234847,132.595240592762,,7.56,,42.77,91.02,47.98,,,,,1.86040417935869,,125290.50333427,,,,5500.303627,738.867826086956,3913.42
1994-09-01,146193.7128113,,833928,2.90088940593689,1163,656,,,1.81,0.8632,3.85,,3.83,,,,,,,30.63,,42287.282,9489.601,11233.046,5168.726,,,595737.078,118.654388162529,,78.7554121151937,116.402027129213,19666,112.353753593803,86.4864373077788,129.598631117819,,1.75,,40.92,94.25,45.25,,,,,1.5295239932688,,127590.889274811,,,,5798.487277,763.938095238095,3843.19
1994-10-01,151350.212929005,,799080,-12.5109409190372,1180,647,,,3.15,0.844,3.65,,3.62,,,,,,,29.9,,43216.925,10705.215,12835.101,5559.99,,,612405.082,119.546733544581,,78.8283405597162,117.141160537657,19597,116.080358343535,96.0074643513514,129.462287671657,83,1.82,,50.04,99.15,40.27,,,,,2.6202440775305,,132745.802372028,,,,5695.881577,762.457619047619,3908.12
1994-11-01,157065.219359435,,743472,-2.95754392546739,1209,659,,,3.36,0.8398,4.11,,4.07,,,,,,,29.91,,44119.09,11003.819,14010.11,5816.732,,,645490.785,120.743693379512,,79.4045409674235,117.599542434298,19519,119.841541087773,96.6758041283212,135.285365727407,,2.85,,67.31,102.15,39.28,,,,,2.8094973561303,,139059.766651215,,,,5894.484696,760.419047619048,3739.23
1994-12-01,157360.090701276,,1108641,-6.48840206185568,1179,733,,,1.96,0.8481,3.84,1.95,3.8,,,,,,,30.01,,45752.143,13063.945,17265.013,7796.392,,,776353,128.09208435008,,80.1908730562049,117.984641631219,19498,121.675949973642,99.8999316150567,136.193295546032,,0.84,,70.33,100.01,38.21,,,,,1.7100773487297,,149688.446475925,,,,7393.337331,734.990952380953,3834.44
1995-01-01,160631.163467972,,663599,-10.7696547922552,1095,732,,,1.98,0.8451,3.48,1.95,3.37,-398.728132,,79.38,,,,29.35,,46331.436,12270.917,16863.488,7227.044,,,946760,125.627268412523,,80.6289691359554,118.883541609376,20175,124.414436013013,101.823172626913,139.475278270414,83,0.92,,51.34,100.93,30.62,,,,,1.7000177085178,,162162.799435016,80.4053439255365,,,6682.015444,758.012380952381,3843.86
1995-02-01,145887.596375914,,645221,-15.8095238095238,1213,734,,,1.1,0.8388,3.24,1.95,3.25,-1151.625706,,35.202,,,,29.43,,46818.787,11843.816,15800.526,7060.821,,,733710,125.510240551056,,80.0372505229576,119.208579091835,19829,123.913449516024,100.875574927101,139.272032575306,,1.39,,65.8,106.42,30.19,,,,,1.01959873856095,,175517.537681018,84.7137626323137,,,5800.060588,784.243684210526,4011.05
1995-03-01,169988.330752075,,742424,-8.92442215971628,1185,727,,,1.72,0.8874,4.41,1.78,4.26,-1019.483914,,64.69,,,,28.92,,48113.473,11251.861,15660.83,6811.903,,,735606,124.910111780997,,80.3767982257544,119.419803257526,20085,114.074282165488,94.7650071508456,126.94713217525,,1.12,,74.3,102.91,38.53,,,,,1.55035048071399,,189021.940312487,82.9110103826802,,,7131.8620724071,807.162173913043,4157.69
1995-04-01,152199.842219056,,705907,28.0237671623754,1182,730,,,2.73,0.9055,4.22,1.78,4.26,-565.690024,,3.608,,,,28.67,,50658.812,10913.391,14535.154,6690.781,,,715967,124.458926540538,,78.8714174323173,119.020744370509,20548,106.217142975478,88.8378225945683,117.803356562751,86,2.1,,59.15,100.35,34.34,,,,,2.43,,198787.919033478,79.9381545659505,,,6425.5323187,825.341578947368,4321.27
1995-05-01,153600.481092801,,781232,-2.4438209612712,1060,323,,,2.99,0.8954,4.27,1.78,4.25,-781.699264999999,,181.948,,,,28.11,,53979.629,10530.409,14433.295,6574.93,,,743970,123.625538310488,,78.0185105089234,118.338947180684,19866,105.275344647885,86.4676902973853,117.813780881552,,0.58,,73.95,99.99,42.13,,,,,2.67,,205680.036265758,76.8699453002597,,,8256.628498,859.759090909091,4465.14
1995-06-01,124615.627753686,,756136,-3.15011423195807,1239,736,,,1.78,0.912,4.05,1.86,4.04,-871.473099000001,,106.699,,,,28.58,,56569.919,10588.34,14666.442,7101.564,,,793859,120.965768962198,,77.617680870452,117.047378466052,19954,102.214754218507,82.7758663106935,115.174012823716,,2.46,,76.76,104.69,40.95,,,,,2.26,,212211.880885349,80.8754364476795,,,7389.202545,906.035454545455,4556.1
1995-07-01,116094.345756412,,804340,7.60691588266311,1234,772,,,1.92,0.9268,4.01,1.86,4.02,-110.144517,,82.345,,,,28.74,,58557.33,11063.927,15382.345,7519.238,,,812997,118.445927637164,,77.0619297364999,115.828749562023,20041,98.0487063269055,84.9763655173317,106.763600199955,83,1.82,,60.86,102.7,39.32,,,,,2.36,,218965.519180056,73.165249224767,,,6700.151232,979.362,4708.47
1995-08-01,130023.268293892,,824541,11.1698560891319,1296,787,,,0.95,0.94,3.81,1.86,3.84,3.05016200000046,,333.132,,,,29.06,,59466.124,10807.957,14980.63,7637.739,,,827580,115.815561008225,,76.7092269850189,113.441566016976,20062,97.1167991338705,81.8526106263004,107.292924805584,,2.2,,68.88,104.76,44.55,,,,,0.99,,222964.987896685,74.490172726557,,,6852.777465,1009.58608695652,4610.56
1995-09-01,131555.09992566,,826083,8.34241967289178,1232,752,,,0.93,0.9508,3.25,1.67,3.32,389.518788,,155.579,,,,29.75,,59253.577,11159.75,15019.411,7994.55,,,812657,112.869563902347,,76.305632483462,112.103429168876,21108,97.5428422756616,77.8710224558437,110.657388822207,,-0.71,,57.57,104.58,41.26,,,,,0.99,,224866.070779584,69.8491376511979,,,6892.380382,1051,4789.08
1995-10-01,140101.3710197,,850881,-11.6014646367316,1281,779,,,1.16,0.9587,3.06,1.67,3.09,241.510811,,66.163,,,,30.07,,59891.433,12220.19,16261.584,8228.095,,,824021,112.218920446489,,77.0527367312081,111.166449993306,20415,97.4462571734714,79.5336995088526,109.387962283217,81,0.52,,62.58,103.93,43.2,,,,,1.41,,222062.275297989,72.3421152077736,,,7170.583965,1022.13318181818,4755.48
1995-11-01,140872.284654937,,860589,6.06060606060606,1290,769,,,1.33,0.9624,2.84,1.67,2.88,-160.868648000001,,-73.326,,,,30.28,,60450.729,12637.8,16743.294,8612.65,,,839308,112.291504452806,,77.1157960069697,110.627634177478,21199,97.3771016149248,78.4627571989239,109.986664558926,,1.2,,63.47,104.65,39.4,,,,,1.47,,217722.216673664,74.154130995934,,,7076.285074,1046.63666666667,5074.49
1995-12-01,125948.796066163,,1157559,-1.81569030489894,1166,717,,,1.14,0.9673,2.73,1.37,2.78,-145.325741,,38.518,,,,27.98,,64266.654,15255.45,20745.648,11329.3,,,998446,111.063600003209,,77.1487947640581,110.203631813218,20554,97.9522011296806,80.1349270743821,109.830383833213,,0.71,,59.63,102.3,38.06,,,,,1.56,,208460.521899342,77.1833714212073,,,7628.063739,1047.035,5117.12
1996-01-01,139712.790564986,,687291,19.8301930681554,1173,797,,,1.45,0.9735,2.56,1.37,2.58,-50.2534949999999,,38.271,,,,27.95,,64902.724,14674.545,20509.561,10570.227,,,1216497,110.439459201752,,76.7799002631101,109.563278519912,20662,101.383569371254,84.2525911161381,112.804221541332,79,1.73,,52.16,101.55,34.46,,,,,1.34,,196701.30793236,78.3803652514732,,88.9738997759348,7080.33304,1024.94545454545,5394.24
1996-02-01,136276.789759633,,668482,-3.76201106473842,1191,807,,,0.55,0.9801,2.31,1.37,2.35,-108.877775,,41.723,,,,28.08,,65233.099,13953.421,18477.719,10153,,,922092,111.219129427131,,77.1901468892853,108.857248873712,21093,104.037674537269,88.3804186428654,114.475845133538,,0.97,,51.17,99.67,33.81,,,,,1.03,,186119.582239665,76.5928438357333,,97.4869129779005,6427.543743,1094.0165,5485.62
1996-03-01,149212.395700657,,837759,-0.056477802206667,1230,778,,,0.37,0.9853,2.2,1.41,2.22,-540.192739,,-1432.686,,,,28.12,,65267.819,13521.286,18027.639,9921.714,,,894014,108.81789118497,,77.5283939843207,108.182790395298,21027,108.169346206827,96.7349529332134,115.792275055903,,0.4,,59.07,101.44,34.02,,,,,0.35,,175019.026997264,74.488879430165,,103.339187246166,10227.804485,1092.64714285714,5587.14
1996-04-01,148611.40792343,,880529,4.22208319037722,1242,794,,,0.85,0.9894,2.03,1.41,2.07,119.712245000001,,15.825,,,,28.68,,65114.54,13976.837,17442.217,9867.763,,,887218,107.88769887115,,76.9286684836323,107.41442494401,21546,107.701943943076,100.792641019686,112.308145892003,82,0.32,,61.83,102.36,42.08,,,,,1.26,,168559.229861381,75.9963703792572,,97.9327679483676,7243.38718,1135.6280952381,5569.08
1996-05-01,154701.250805353,,1092585,10.9176816870316,1293,795,,,1.35,0.9945,2,1.41,2.01,153.643235,,64.361,,,,29.33,,64692.969,13356.138,17605.092,10077.089,,,913271,107.459375741733,,77.4119927710418,106.715588715968,21206,104.618491314861,96.9653479182639,109.720586912592,,1.55,,64.43,102.36,44.35,,,,,1.22,,163362.663415679,78.1045242656099,,103.1911302624,7503.505312,1220.54045454545,5643.18
1996-06-01,148175.348184859,,1021550,5.51511024982978,1277,784,,,0.9,1.0005,1.94,1.2,1.98,-422.355499,,27.112,,,,29.9,,64510.539,13475.692,17448.736,10448.782,,,928393,106.787094918866,,78.0127509879151,106.404231705876,21345,105.333484181474,96.5411641153324,111.195030892235,,1.02,,63.32,102.36,37.87,,,,,1.19,,160101.068847274,77.6300247883598,,96.3711017892354,7241.214366,1205.1155,5654.63
1996-07-01,154312.670350638,,1211360,1.31374300936495,1330,780,,,0.87,1.0061,1.91,1.2,1.93,-443.380204,,168.742,,,,30.08,,64278.981,13481.002,17698.808,10824.67,,,953066,107.505899774322,,78.356735706311,106.366470750993,20882,105.644929471867,98.1799902085147,110.621555647435,81,1.35,,75.8,106.03,44.06,,,,,1.11,,159733.589350885,82.8027158726752,,101.151709323858,7797.215826,1105.61272727273,5528.91
1996-08-01,159502.905748978,,1194764,2.22432714920302,1317,771,,,0.31,1.0126,1.95,1.2,1.97,-366.054334999999,,27.614,,,,30.28,,64236,12513.425,16845.765,11007.151,,,954398,107.498917988867,,78.5109053945142,106.03572171048,22006,107.196805523615,97.3244809167173,113.778355261547,,0.28,,72.54,104.01,43.55,,,,,0.44,,160247.908378079,81.139974347627,,102.419125051225,7436.1167384,1134.24590909091,5616.21
1996-09-01,159231.774049065,,1087598,2.99389717864333,1368,811,,,0.13,1.0185,1.88,1.17,1.9,-712.126386000001,,136.76,,,,30.56,,64726.913,12873.107,17242.777,11396.383,,,936656,106.968878136838,,78.8422163789902,106.07984486844,21953,106.756445342842,98.2915518385939,112.399707679007,,0.1,,72.78,102.24,40.99,,,,,0.15,,160850.402771988,80.087004662277,,102.831165624917,8049.115661,1186.442,5882.17
1996-10-01,170356.919929377,,1187536,1.33864863187938,1337,825,,,0.32,1.0243,1.86,1.17,1.86,-1403.159275,,64.063,,,,30.72,,65754.075,13468.46,17653.153,11570.941,,,957497.197,105.421011014824,,78.4992219115256,105.916023047261,21946,109.357023291074,102.342646519525,114.033274472106,85,0.19,,85.45,102.87,42.05,,,,,0.3,,163437.446895675,82.7189543814799,,106.275258873534,7900.13956,1234.12913043478,6029.38
1996-11-01,173687.966528311,,1222241,2.034256325481,1328,839,,,0.28,1.0296,1.79,1.17,1.8,-931.154789999999,,39.611,,,,30.77,,67558.05,12521.999,16859.022,11811.069,,,974780.929,107.55499469998,,79.4672692528292,105.766849808209,22087,111.656199607643,103.457255511597,117.122162338341,,0.2,,75.38,105.31,39.12,,,,,0.32,,166581.164658629,82.3120414696389,,102.662123279509,7885.98637,1259.8315,6521.7
1996-12-01,148950.010184612,,1478007,5.60906090609061,1341,885,,,0.3,1.0365,1.79,0.87,1.8,-1931.954395,,339.54,,,,30.72,,72652.001,14351.876,20105.817,14640.686,,,1125952.284,108.089371177938,,79.8204734787173,105.504923534868,21858,112.183256102393,104.09211506188,117.577350129401,,0.73,,88.31,103.18,38.24,,,,,0.47,,171338.399445577,81.1464328266546,,111.516617846958,10304.188861,1292.15095238095,6448.27
1997-01-01,158590.803717012,,1061804,13.1351297603659,1275,861,,,0.87,1.0421,1.74,0.87,1.73,1075.801907,,56.881,,,,30.64,,77130.334,15899.405,20620.06,14253.671,,,1355414.731,107.333326787007,,79.2713169688597,105.348416568067,22566,114.305210796591,109.310100269736,117.63528448116,81,1.77,,40.21,104.49,37.48,,,,,1.18,,173548.302587518,81.0466599110003,,102.977921882314,8405.507717,1345.42,6813.09
1997-02-01,146814.69186594,,991529,10.8492579665018,1277,853,,,0.54,1.0485,1.66,0.87,1.67,-1191.94486,,30.666,,,,30.54,,78711.825,22197.088,22610.062,13944.518,,,1012064.247,105.841841568085,,78.133423728729,104.947789113644,22332,112.762331764923,106.115512029744,117.193544921708,,0.43,,67.61,103.97,31.31,,,,,0.5,,178589.861395411,81.4089670912764,,111.35283501294,7476.993475,1349.17,6877.74
1997-03-01,157749.920610829,,1197358,2.43863762501839,1319,881,,,0.49,1.0559,1.63,0.82,1.64,-989.997030000001,,34.716,,,,30.6,,80034.278,23126.453,24696.983,13778.801,,,996926.542,105.592296002932,,78.2774047437363,104.396942560813,21818,115.89003375672,108.255692780848,120.979594407302,,1.15,,75.95,107.95,37.82,,,,,0.51,,182869.432894587,82.5296935465653,,110.932243104748,9387.36951982265,1282.8555,6583.48
1997-04-01,163643.599083137,,1290649,10.3715170278638,1382,876,,,0.29,1.0601,1.66,0.82,1.66,-1012.403519,,285.012,,,,30.72,,80883.307,22912.362,24671.794,13510.514,,,1013694.65936,105.541229232589,,78.7246019847414,103.757535064372,22306,116.953501726077,113.26387798404,119.413250887435,84,0.68,,87.54,107.31,45.31,,,,,0.88,,185738.545091404,82.2175328884683,,112.641648200131,9668.30942,1225.01590909091,7008.99
1997-05-01,166678.524885392,,1371087,13.6445602083751,1376,895,,,0.18,1.0675,1.58,0.82,1.58,-185.013701,,65.891,,,,30.41,,81791.649,23023.568,24450.31,13555.634,,,1021931.434,104.57364512456,,78.4833135186809,103.141959827099,22698,109.415071243142,104.615000170426,112.615118624953,,0.21,,78.25,113.14,45.31,,,,,0.41,,186055.535583325,80.643381347042,,105.05544109448,8716.864681,1352.55904761905,7331.04
1997-06-01,170554.33379383,,1308484,10.7810296191819,1404,885,,,0.1,1.0738,1.59,0.81,1.61,-483.100401,,42.932,,,,29.6,,82927.443,23122.036,24707.245,13654.395,,,1029835.00514,104.680584792957,,78.5666038846115,102.767717809799,22255,106.087421063982,102.556836372881,108.441144191382,,0.74,,84.06,110.32,47.05,,,,,0.54,,187367.794631176,83.4745692538925,,108.378910705388,8599.737634,1422.45285714286,7672.79
1997-07-01,173228.167147813,,1461681,2.42699132649002,1443,886,,,0.08,1.0799,1.61,0.81,1.6,-652.693072,,43.586,,,,29.91,,83626.27,23093.664,25793.893,13906.611,,,1043661.77506,104.355181215646,,79.0998768766742,102.106885999925,22442,108.378841693495,104.853350905196,110.729168885695,84,0.09,,95.52,111.55,51.51,,,,,0.22,,188177.194805836,81.3657542333386,,110.540826658555,9743.215702,1531.14136363636,8222.61
1997-08-01,171562.643848346,,1456316,-17.5807955251709,1423,866,,,-0.14,1.0871,1.58,0.81,1.59,-402.598034,,92.123,,,,29.71,,85063.78,23993.324,24986.155,13892.165,,,1060419.6572,103.688910748887,,78.7317950299991,101.641589750828,23110,105.743690741074,99.6975777881367,109.774432709699,,0.09,,88.21,111.18,49.79,,,,,-0.02,,187754.085283252,80.4740495051095,,106.475294677558,9959.91446,1596.7419047619,7622.42
1997-09-01,175237.290527816,,1493119,11.198039400509,1462,852,,,0.01,1.0928,1.58,0.75,1.59,-945.637583999999,,136.072,,,,30.14,,86591.725,24789.432,26151.489,13996.749,,,1048934.60715,103.795844837706,,79.3289450872956,101.162398345158,23161,98.6876046805263,94.3077460490061,101.607510434873,,0.48,,90.2,112.01,45.15,,,,,0.06,,190048.500643507,83.1702157026713,,115.977878663889,9080.630647,1660.14904761905,7945.26
1997-10-01,187298.278082022,,1652004,-23.8280918877681,1506,761,,,0.27,1.0993,1.68,0.75,1.67,-938.124080999999,,87.051,,,,30.37,,88145.782,25574.985,26655.813,14183.723,,,1044775.61688,104.108815583775,,78.9142917163783,100.730618655106,23614,96.9084656003196,93.6392944737621,99.0879130180246,85,0.37,,92.71,108.99,47.95,,,,,0.23,,191578.876103238,83.3009679472014,,114.513599963777,9728.15759,1682.2747826087,7442.08
1997-11-01,170374.412297113,,1369359,4.54039617182282,1459,830,,,0,1.1065,2.98,0.75,3.04,-1380.682975,,219.097,,,,30.55,,93941.895,24891.294,26017.065,14323.385,,,1048567.91659,101.763277069977,,78.9845957930066,100.279647233448,23954,97.9940826156575,90.4685118040259,103.011129823412,,0.64,,86.37,110.16,39.32,,,,,0.17,,192482.077730692,78.9189033532506,,106.07086906608,9122.041265,1600.97473684211,7823.13
1997-12-01,144094.628682939,,1673981,8.53736427506919,1401,945,,,0.27,1.1128,2.92,0.79,2.97,-871.608761,,21.537,,,,31.83,,98211.258,28073.291,32283.073,17538.425,,,1248885.31439,99.883763314466,,77.564019879877,99.7032501567195,23025,93.4719964620881,84.2169645574022,99.6420177318788,,0.84,,85.51,108.01,44.99,,,,,0.43,,191419.174519918,72.8957227370139,,111.503530970144,12283.437443,1566.99681818182,7908.25
1998-01-01,156341.785008054,,1227254,-4.66849744998038,1267,914,,,0.68,1.1191,2.67,0.79,2.67,-818.778159000001,,93.51,,,,32.66,,100628.943,28074.254,33581.444,16466.724,,,1430458.41053,99.782040605702,,78.9981905379937,98.9532651571367,23920,94.4697973723915,85.2060937425623,100.645599792278,79.6,0.96,,76.6,110.94,38.61,,,,,0.71,,194001.606340217,75.5208855369154,70.8133917116963,109.939368746853,10806.880538,1570.2345,7906.5
1998-02-01,177582.517259324,,1339373,8.74485596707819,1253,945,,,0.42,1.1329,2.11,0.79,2.13,-320.891453999999,,40.459,,,,33.15,,98600.976,26387.091,31933.702,15071.073,,,1133148.39654,99.930774180187,,78.7715403544325,98.4676901888096,23065,103.156991717291,93.125063477744,109.844943876989,,0.18,,65.89,110.27,37.38,,,,,0.34,,191231.767855299,75.76834092655,72.1344666238667,103.971146494916,13908.601658,1712.70263157895,8545.72
1998-03-01,177582.517259324,,1339373,13.0179754020814,1343,959,,,0.38,1.1329,2.18,0.93,2.2,-988.573686,,44.449,,,,33.24,,98108.163,26387.091,30854.706,15071.073,,,1416105.25773,99.5656823189166,,78.3274772143383,97.9748046246601,23083,100.492752818354,92.1690851056247,106.04186462684,,0.19,,87.64,110.85,43.33,,,,,0.34,,189923.181986097,76.4538355075061,72.5129556848296,118.660484758229,13908.601658,1781.26954545455,8799.81
1998-04-01,167053.361336885,,1284711,-2.25179976561192,1403,950,,,0.21,1.1404,1.69,0.93,1.71,-150.934434000001,,46.181,,,,33.46,,97850.781,26597.047,30854.245,15031.888,,,1348023.84533,98.4737897590797,,78.2749062499221,97.5536216461264,24178,90.9918550963959,82.3074586370226,96.7814527359781,81.5,0.13,,79.54,109.56,47.52,,,,,0.24,,188930.237786741,77.0742139562629,71.9088415932519,113.404256109231,12190.59669,1852.3,9063.37
1998-05-01,168878.814855656,,1436952,-15.6803973623362,1338,989,,,0.56,1.1473,1.63,0.93,1.63,-222.154815,,106.923,,,,33.92,,98234.213,26436.286,32352.734,15175.06,,,1349283.26469,98.6946823196755,,78.7449108868646,97.0591053749249,23830,87.7271886891771,78.0831972674836,94.1565163036393,,0.14,,80.72,107.71,48.37,,,,,0.5,,189743.99453653,79.3132006835072,73.5176495552881,113.510477310085,9375.35956,1836.3925,8899.95
1998-06-01,164726.876427952,,1312239,-1.70627666057283,1421,984,,,0.04,1.1538,1.6,0.85,1.6,97.0705719999996,,138.864,,,,35.17,,99703.658,26857.385,33109.211,15554.579,,,1394255.97591,97.7304174163925,,78.6235290043531,96.6335842495099,22952,93.8453981470314,83.9570184903785,100.437651251467,,0.38,,81.28,108.58,51.57,,,,,0.02,,187162.256422463,76.5106663783976,72.1448138246618,109.343266580686,9016.041503,1793.98318181818,8952.02
1998-07-01,165692.705017966,,1368887,10.6323620582765,1451,1003,,,-0.19,1.1607,1.69,0.85,1.7,-517.467377,,331.997,,,,35.55,,101146.464,27112.232,33478.989,15949.547,,,1395874.98824,96.7453191739802,,79.013523550383,96.38446099281,23265,102.693648380502,91.9012146161703,109.88860422339,82.9,-0.17,,93.31,107.85,52.85,,,,,-0.12,,185801.473225447,77.5133926266778,73.0629472420524,111.839078466798,10490.961954,1941.57681818182,8883.29
1998-08-01,170568.077797051,,1406943,-39.5535630895676,1393,1021,,,-0.45,1.1709,1.47,0.85,1.48,-266.515914999999,,238.583,,,,35.81,,102317.106,27379.323,33934.758,16009.413,,,1385695.92575,96.9366018014427,,78.9821481384507,95.8592334739028,24082,109.425111177591,97.5962383640411,117.311026386624,,-0.16,,72.18,106.84,42.98,,,,,-0.51,,184482.691176514,76.5639371420899,72.1452259597048,105.215783921136,16360.10369,1784.75047619048,7539.07
1998-09-01,174658.792937678,,1309808,1.86959208899877,1461,995,,,-0.24,1.1801,2.49,0.92,2.49,-1315.832749,,1083.695,,,,36.52,,104162.81,27008.677,34604.118,16438.077,,,1354208.10074,96.0676447604865,,78.6248757602677,95.4972249449962,24266,112.412005766265,101.86917833464,119.440557387349,,-0.08,,101.72,107.22,49.85,,,,,-0.22,,182761.5448962,77.9299741275052,74.3496172987099,113.260137612067,10154.177478,1663.42714285714,7842.62
1998-10-01,179347.996945856,,1453765,6.88609130896405,1481,1020,,,0.05,1.1876,2.93,0.92,2.94,-1545.513537,,326.851,,,,37.58,,105773.764,25955.567,34839.756,17061.253,,,1391165.57001,94.1610622613209,,78.0227723533384,94.8612923856229,24181,113.281258048373,102.193155362216,120.673326505811,81.7,0.08,,94.05,103.34,44.4,,,,,0.02,,179833.744245286,75.573588080479,70.796078388229,108.25965958142,9576.798348,1615.69454545455,8592.1
1998-11-01,173493.051573535,,1442963,22.477650063857,1365,1097,,,-0.14,1.1929,2.58,0.92,2.63,-1118.601414,,254.042,,,,38.55,,107168.486,25732.006,33439.736,16947.882,,,1487666.92904,93.0954813789775,,77.3136231147808,93.9733985480751,24058,106.906639425616,92.6630833892666,116.40234344985,,-0.32,,80.94,102.75,40.88,,,,,-0.12,,177167.07483299,75.2623365220526,70.5489298667294,104.210948043786,8920.078385,1888.721,9116.55
1998-12-01,160911.041351753,,1716203,-21.3996060711389,1408,1170,,,0.02,1.2046,2.38,1.39,2.4,-564.947105000001,,148.459,,,,38.94,,108442.384,28517.422,39285.393,20463.488,,,1692878.11416,91.3243224612291,,75.5687607065574,93.4062852946262,23645,92.6807559677811,77.569321582623,102.755045557887,,0.45,,75.81,102.6,43.4,,,,,0.33,,173509.170948976,73.8844602122433,68.1501166858957,103.033392374792,11712.36116,2071.03272727273,9181.43
1999-01-01,161353.348364515,,1080834,20.4451650943396,1285,1158,,,0.6,1.5011,2.17,1.01,2.18,-801.968697999999,,367.693,,,,47.06,,109360.15,28565.955,39110.776,19417.393,,,1762595.34531,90.97556849654,,75.6726710603808,92.8031900366711,23901,94.2173135763949,85.8300776584841,99.8088041883354,78.1,0.84,,62.63,100.21,33.21,,,,,0.7,,169704.703471844,74.0051599858908,69.6645464936658,99.2030408867782,10461.949656,2357.8,9358.83
1999-02-01,156368.023559658,,982925,9.04418063884469,1285,1114,,,0.93,1.9129,2.35,1.01,2.38,21.9929090000005,,111.883,,,,47.21,,111432.305,28910.307,39177.623,19475.292,,,1386839.72321,88.4796825221394,,76.3512643913662,91.800200923243,23370,89.9428280680434,77.4402302094137,98.2778933071299,,3.61,,52.68,95.08,37.77,,,,,1.05,,167803.763800703,69.5467548717835,67.2963654626905,100.437439388551,12498.089775,2356.98842105263,9306.58
1999-03-01,178825.724823442,,1238015,20.0448933782267,1433,1104,,,1.04,1.896,3.29,1.01,3.33,-333.774208999999,,93.144,,,,43.87,,112363.679,28043.623,37616.515,18528.667,,,1503138.48719,88.2431783464079,,77.1886069969079,91.0987890173594,23815,75.72,52.27,91.36,,2.83,,69.7,95.47,45.54,,,,,1.1,,162799.468168853,69.8783672534478,66.572942475578,106.08651972467,13350.128741,2391.14,9786.16
1999-04-01,167763.051685045,,1112750,6.11443530291698,1364,1118,,,0.37,1.6933,2.28,1.06,2.35,-68.8171389999998,,165.942,,,,43.73,,112524.501,27337.321,36458.639,17642.858,,,1363374.54332,87.4032039764054,,77.7947477684013,90.5520216655713,25247,75.86,49.01,93.76,79,0.71,,62.83,92.58,45.22,,,,,0.56,,157336.219923128,72.1541835727115,68.0413790334245,95.9648487030273,11815.01228,2548.01904761905,10789
1999-05-01,180632.436519638,,1459485,-2.29955947136564,1354,1100,,,0.22,1.6827,1.96,1.06,2.02,213.592039,,54.632,,,,45.07,,113364.448,26796.894,35505.72,17430.798,,,1391966.30145,86.9982467877541,,79.3639948645977,90.1906091265064,23882,77.29,50.86,94.91,,-0.29,,69.45,91.26,53.97,,,,,0.3,,153855.371115529,71.9090676398823,69.134312236591,99.7510600167106,10181.343411,2512.595,10560
1999-06-01,179466.695155495,,1417575,4.84263684732618,1408,1090,,,-0.1,1.7646,1.63,1.06,1.67,-231.289878999999,,-35.596,,,,45.18,,112787.044,27507.845,36542.714,17858.506,,,1400671.28541,87.5222277290749,,78.3080674684407,90.161820532558,24065,91.51,60.45,112.22,,0.36,,77.15,92.74,53.15,,,,,0.19,,152808.939422339,71.6781560991942,69.0782293807253,103.747091280262,11238.944375,2520.95863636364,10971
1999-07-01,170987.894622723,,1368102,-10.1926715981421,1408,1112,,,0.1,1.7995,1.62,1.1,1.66,4.96610300000066,,82.598,,,,45.58,,112300.916,29346.86,39054.392,18475.683,,,1398371.7942,87.7858947336778,,78.1683606429072,90.1458559642307,24028,99.11,66.07,121.14,79.3,1.55,,69.97,92.83,50.85,,,,,1.09,,148475.599400956,71.2416708605551,67.3968442110438,95.8786505709381,13772.913459,2741.26380952381,10655
